	cons	rand	q95	cat
VDAC1	53	74.651	88.0	None
SLC14A1	418	263.281	290.0	None
WDR47	0	0.0	0.0	None
WBP11	56	45.929	56.0	None
WDR12	37	69.495	83.0	None
ZNF853	132	82.321	97.0	None
ZP3	32	36.984	47.0	None
UBL7	220	122.949	139.0	None
UTS2R	0	0.0	0.0	None
USPL1	0	0.0	0.0	None
UTF1	158	123.522	141.0	None
UMOD	66	98.341	114.0	None
XYLT1	63	61.375	75.0	None
VTI1A	59	83.716	98.0	None
VPS13C	0	0.0	0.0	None
WSB1	10	7.806	13.0	ub
XPOT	30	31.544	41.0	None
VSIG2	0	0.0	0.0	None
VRK3	185	145.361	163.0	None
WDR38	75	52.192	64.0	None
WNT11	63	49.612	61.0	None
ZNF25	0	0.0	0.0	None
ZNF84	0	0.0	0.0	None
ZBTB26	48	36.435	46.0	None
ZNF385A	0	0.0	0.0	None
ZC3H12C	168	128.424	145.0	None
HIVEP3	36	33.595	43.0	None
ZFP1	33	29.101	38.0	None
ZNF474	0	0.0	0.0	None
ZNF566	77	66.087	79.0	None
ULK3	40	73.77	88.0	None
WNT3A	0	0.0	0.0	None
XRN2	57	65.785	78.04999999999995	None
VPS26A	23	44.736	56.0	None
WAC	0	0.0	0.0	None
WDR91	150	131.694	149.0	None
XPO5	106	90.257	105.0	None
VSIG1	77	71.494	85.0	None
YBX2	0	0.0	0.0	None
YIPF5	68	69.463	83.0	None
SNRNP35	58	68.072	81.0	None
TXLNA	105	81.478	95.0	None
UBE2S	0	0.0	0.0	None
VASH1	8	11.532	18.0	None
UXS1	111	143.66	163.0	None
WSB2	52	69.303	82.0	None
CSE1L	148	75.158	89.0	None
WIPI1	0	0.0	0.0	None
VWC2L	26	13.238	19.0	None
WDR72	43	44.445	55.0	None
XPNPEP1	0	0.0	0.0	None
SLC7A11	0	0.0	0.0	None
WDR93	0	0.0	0.0	None
WFDC1	156	135.342	153.0	None
WDR48	0	0.0	0.0	None
WASL	12	6.147	10.0	None
WASF2	139	106.128	122.0	None
WBP4	41	42.892	54.0	None
WDR36	173	128.613	147.0	None
ZPLD1	71	71.635	85.0	None
VGLL3	31	33.386	43.0	None
VAX1	133	107.429	123.0	None
CCDC132	28	32.932	42.0	None
XPR1	11	12.689	19.0	None
SLC7A7	41	57.752	70.0	None
ZBTB12	0	0.0	0.0	None
ZBTB38	0	0.0	0.0	None
SLC30A7	75	60.409	73.0	None
ZC2HC1B	0	0.0	0.0	None
ZC2HC1A	147	138.705	157.0	None
ZNF638	0	0.0	0.0	None
ZSWIM5	275	149.863	168.0	None
ZFP14	0	0.0	0.0	None
ZFP57	0	0.0	0.0	None
ZSWIM8	7	12.105	18.0	None
SYNPO2L	64	67.481	81.0	None
TXNRD3	10	9.803	15.0	None
TTC17	0	0.0	0.0	None
UBQLN2	20	36.797	47.0	None
SCGB1A1	90	96.705	112.0	None
ZBTB18	0	0.0	0.0	None
ZNF804A	90	45.08	55.049999999999955	None
ZC3HAV1L	167	135.43	154.0	None
ZMYND15	25	16.707	23.0	None
ZNF394	37	34.455	44.0	None
ZFHX4	0	0.0	0.0	None
ZNF462	0	0.0	0.0	None
ZNF521	58	61.551	74.0	None
ZNF516	110	58.127	70.0	None
USP10	0	0.0	0.0	None
UBE2T	50	27.159	36.0	ub
USP16	43	38.42	48.0	None
UCN2	0	0.0	0.0	None
UCP2	0	0.0	0.0	None
UCN3	90	73.739	87.0	None
UCP1	11	16.875	24.0	None
USP32	30	26.242	34.0	None
VIL1	231	117.246	135.0	None
VCAM1	48	50.553	62.0	None
USH1G	121	123.444	141.0	None
WT1	0	0.0	0.0	None
XKR5	177	180.443	200.0	None
VPS4B	12	14.075	20.0	None
ZSCAN29	88	75.464	89.0	None
ZNF583	79	64.107	77.0	None
ZNF569	117	114.468	132.0	None
ATP6V1E1	21	17.688	24.0	None
URGCP	47	54.207	66.0	None
VAV1	46	38.335	49.0	None
VWCE	0	0.0	0.0	None
WNT10A	291	275.977	301.0	None
VRTN	48	45.278	56.0	None
XKR4	66	86.435	101.0	None
VSIG4	54	46.566	57.0	None
TCIRG1	123	92.738	107.0	None
WFIKKN1	243	233.856	257.0	None
WASF3	15	13.993	20.0	None
WBP1	0	0.0	0.0	None
YIPF2	0	0.0	0.0	None
ZCCHC14	26	26.527	35.0	None
ZIC4	0	0.0	0.0	None
ZNF420	58	66.205	80.0	None
ZNF821	256	200.029	221.0	None
ZNF511	71	75.41	89.0	None
RHOT2	51	48.883	61.0	None
MED21	55	66.678	79.0	None
MAPK6	124	60.832	73.0	None
MPC2	33	31.686	41.0	None
PMPCB	0	0.0	0.0	None
MPLKIP	69	72.362	85.0	None
MOGAT2	39	37.555	47.0	None
MMP20	369	271.172	295.04999999999995	None
MMP27	26	42.357	53.0	None
OR52M1	153	117.876	135.0	None
PARG	85	134.336	153.0	None
PDIK1L	46	34.247	44.0	None
PDIA3	71	64.28	77.0	None
PEX14	226	185.03	205.0	None
P2RX2	68	70.947	84.0	None
HPGD	36	30.707	40.0	None
PIK3IP1	30	22.022	29.049999999999955	None
PHF13	392	211.98	234.0	None
PTGER1	11	19.548	27.0	None
PHIP	0	0.0	0.0	None
AGPAT1	0	0.0	0.0	None
PLCB1	86	95.969	111.0	None
PTGES	84	41.18	52.0	None
PTPN1	0	0.0	0.0	None
PTS	439	290.291	315.0	None
PTPRG	152	171.897	192.0	None
RBFA	19	15.898	22.0	None
RABL3	26	27.835	37.0	None
RBAK	76	72.914	86.0	None
RASSF2	127	119.005	136.0	None
RASSF8	31	42.512	54.0	None
RAD54B	256	154.824	173.0	None
RASSF7	95	88.237	104.0	None
RRAD	0	0.0	0.0	None
RAMP3	198	168.891	188.0	None
R3HCC1L	0	0.0	0.0	None
RIMS2	0	0.0	0.0	None
RGS22	57	72.717	86.0	None
RET	0	0.0	0.0	None
RGCC	42	38.412	48.0	None
RHAG	105	109.547	126.0	None
MTRF1L	0	0.0	0.0	None
RAB11FIP4	293	192.474	212.0	None
REM1	342	243.898	267.0	None
ATP6AP2	323	235.271	258.0	None
SCPEP1	79	63.119	76.0	None
KLF15	56	11.162	16.049999999999955	None
KCNA6	0	0.0	0.0	None
KAT7	0	0.0	0.0	None
LHX4	15	23.706	32.0	None
LAMA2	163	80.717	95.0	None
LRRIQ4	26	27.166	36.0	None
MEGF11	152	187.986	209.0	None
ABCC3	30	58.767	71.0	None
MPP7	56	46.349	58.0	None
MORF4L2	145	116.548	133.0	None
MRGBP	0	0.0	0.0	None
MTCP1	77	74.217	89.0	None
MRO	172	228.034	251.04999999999995	None
NDEL1	115	123.009	141.0	None
NASP	62	60.938	73.0	chap
NCDN	0	0.0	0.0	None
MYH9	27	36.254	46.0	None
NPC1L1	23	30.616	40.0	None
NES	18	5.971	10.0	None
NKAP	298	213.091	234.0	None
NEMF	49	53.035	65.0	None
SLC34A2	0	0.0	0.0	None
NKD1	0	0.0	0.0	None
NOD1	69	66.767	79.0	None
NODAL	45	38.246	49.0	None
NCL	277	245.412	268.04999999999995	chap
NRG3	0	0.0	0.0	None
OAF	12	19.971	28.0	None
OSBPL9	48	70.985	84.0	None
OLIG3	57	27.936	36.0	None
PDCD10	12	21.906	30.0	None
PCK2	221	164.057	184.0	None
PCDHB1	52	53.207	64.0	None
DAO	14	32.779	42.0	None
GPLD1	0	0.0	0.0	None
PCED1B	27	39.391	50.0	None
PTGIR	0	0.0	0.0	None
PEAR1	0	0.0	0.0	None
PIP5K1A	130	89.017	103.0	None
PHB2	94	27.122	36.0	chap
PPP1R8	134	140.899	159.0	None
PRRT4	80	82.957	97.0	None
POLK	40	36.553	47.0	None
PIGW	90	88.272	103.0	None
GRM8	58	58.262	70.0	None
GXYLT1	315	167.697	187.0	None
PRKCQ	55	64.89	78.0	None
KRT81	43	41.257	51.0	None
EVC2	70	65.582	79.0	None
LHPP	0	0.0	0.0	None
LHX9	125	125.839	142.0	None
LDLRAD4	18	10.096	15.049999999999955	None
MECR	46	36.74	47.0	None
MAML3	358	198.885	220.0	None
MYBBP1A	128	100.428	117.0	None
MAFK	15	12.623	19.0	None
MAGEA10	0	0.0	0.0	None
MARCH5	257	145.008	163.0	ub
MFHAS1	0	0.0	0.0	None
METTL18	352	210.262	232.0	None
MED29	150	125.443	143.0	None
MED9	38	30.017	39.0	None
MKRN1	89	53.957	66.04999999999995	ub
MMP19	198	202.327	223.0	None
MMP3	82	64.582	77.0	None
MMP7	110	93.862	109.0	None
OSBPL11	0	0.0	0.0	None
NUP43	20	4.253	8.0	None
PI4KB	0	0.0	0.0	None
PIAS2	118	70.859	85.0	ub
PROM2	0	0.0	0.0	None
PGR	30	33.639	43.0	None
GART	94	121.511	138.0	None
PPM1N	65	91.983	107.0	None
PTPRN2	27	35.359	45.0	None
CTPS1	0	0.0	0.0	None
OCA2	0	0.0	0.0	None
PUS7L	108	96.801	113.0	None
ALAD	48	34.61	45.0	None
HIC1	39	42.334	52.0	None
HES3	67	60.678	73.0	None
HSF1	34	46.78	57.0	None
HSPA4	8	9.776	15.0	chap
HP1BP3	83	92.958	108.0	None
HPS1	33	23.65	32.0	None
HMGCS1	18	21.569	29.0	None
HOOK3	0	0.0	0.0	None
HS3ST5	0	0.0	0.0	None
HPS5	71	58.39	70.0	None
HS2ST1	0	0.0	0.0	None
IGDCC3	90	73.741	88.0	None
HS3ST3A1	21	32.544	42.0	None
IGSF11	238	185.259	205.0	None
IL17RD	31	49.276	61.0	None
IGSF6	0	0.0	0.0	None
JPH3	14	17.137	24.0	None
KIRREL3	49	57.311	70.0	None
KIF3C	22	32.191	41.0	None
CAMK1	129	179.023	199.0	None
LCLAT1	100	122.804	140.0	None
KLK3	121	90.044	105.0	None
LHFPL5	0	0.0	0.0	None
LAMC1	51	70.294	83.0	None
LANCL1	73	59.777	72.0	None
LRIG2	40	31.595	41.0	None
LRRIQ3	0	0.0	0.0	None
NR2E1	271	115.018	132.0	None
OR2AT4	0	0.0	0.0	None
P3H2	81	65.31	78.0	None
PEX16	39	15.378	22.0	None
PHF12	24	41.465	52.0	None
PTPRQ	56	46.011	56.0	None
PSMD13	0	0.0	0.0	None
PSMD11	45	45.03	56.0	None
PYROXD2	42	37.518	48.0	None
NUP93	31	31.804	41.0	None
ONECUT2	0	0.0	0.0	None
OR12D2	63	61.914	75.0	None
OCIAD2	108	41.524	53.0	None
ODF3L2	42	52.931	65.0	None
OTUB2	0	0.0	0.0	None
OR6X1	0	0.0	0.0	None
ODF1	13	17.214	24.0	chap
OR5H2	52	56.436	69.0	None
OR2H2	0	0.0	0.0	None
NXF3	57	56.469	68.04999999999995	None
OTUD1	0	0.0	0.0	None
OR2A5	141	118.814	136.0	None
ORC4	138	133.864	151.0	None
PCNA	54	75.79	89.0	None
PYCR1	307	264.187	288.0	None
PDGFB	70	61.169	74.0	None
TP73	89	66.147	80.0	None
PDGFA	191	124.652	144.0	None
PARD6G	23	23.551	32.0	None
PARP6	72	79.831	93.0	None
POLDIP3	0	0.0	0.0	None
PHLDA3	0	0.0	0.0	None
PHYHIPL	85	70.443	84.0	None
PHTF2	311	194.056	215.0	None
PEAK1	0	0.0	0.0	None
PTGER2	0	0.0	0.0	None
PIP5K1C	110	56.188	69.0	None
PNP	0	0.0	0.0	None
PHB	56	71.7	86.0	None
PEF1	114	119.589	136.04999999999995	None
LCP1	0	0.0	0.0	None
PLAC8L1	341	211.286	232.0	None
PPCS	44	41.176	52.0	None
PRELID1	0	0.0	0.0	None
PTAR1	96	107.621	124.0	None
SFTPB	0	0.0	0.0	None
PTPRK	65	61.356	74.0	None
PUSL1	29	39.096	49.0	None
PWP2	23	48.456	60.0	None
RAD9A	105	63.095	76.0	None
RAD54L	0	0.0	0.0	None
REPS2	67	59.269	72.0	None
RGS11	74	43.361	54.0	None
RGS2	0	0.0	0.0	None
RGS19	0	0.0	0.0	None
ARHGAP22	343	169.911	189.0	None
RBFOX1	139	86.946	101.04999999999995	None
RFTN1	0	0.0	0.0	None
RFX2	0	0.0	0.0	None
RPL22L1	62	31.936	41.0	None
MSL2	17	13.387	20.0	ub
MYH4	50	25.219	33.049999999999955	None
MYF6	0	0.0	0.0	None
MYO1H	26	33.033	42.0	None
NLE1	0	0.0	0.0	None
NLGN3	28	21.061	29.0	None
NDN	68	97.693	114.0	None
GRIN2A	0	0.0	0.0	None
NFAT5	30	47.841	59.049999999999955	None
NDUFAF3	107	69.13	83.0	None
NSUN2	42	30.145	39.0	None
NRP2	180	175.989	197.0	None
NSA2	19	30.157	39.0	None
NUTF2	41	47.939	60.0	None
NUMB	40	50.535	62.0	None
NRBP1	13	17.68	25.0	None
NYAP2	0	0.0	0.0	None
CD274	159	64.054	77.0	None
ANKRD33	0	0.0	0.0	None
PHLDB3	353	262.847	285.0	None
P2RY10	107	106.635	123.0	None
PHOX2A	66	62.452	75.04999999999995	None
PNOC	22	30.809	40.0	None
PNRC2	21	23.192	32.0	None
PLEK	97	116.458	133.0	None
PRPS2	44	36.051	46.0	None
PSMA3	96	111.5	128.0	None
PRCD	62	54.661	67.0	None
PPP1R3B	133	143.325	161.0	None
PRLHR	52	58.776	71.04999999999995	None
PRELP	0	0.0	0.0	None
PRLR	129	90.485	104.0	None
PTPN13	15	27.798	37.0	None
PTCRA	49	40.82	51.0	None
UQCRB	0	0.0	0.0	None
QPCT	0	0.0	0.0	None
PEX11B	24	16.865	24.0	None
RBM45	8	6.04	10.0	None
RBMS3	0	0.0	0.0	None
RAD23A	27	34.171	44.0	None
RAB22A	30	37.712	48.0	None
RANBP2	74	87.762	103.0	None
RBM12B	0	0.0	0.0	None
RABGAP1	36	28.2	37.0	None
MED8	0	0.0	0.0	None
MEGF8	15	9.8	15.0	None
MOB1A	63	35.236	45.0	None
CDC25A	129	83.714	99.0	None
MSI1	64	87.375	102.0	None
MTA1	54	57.077	69.0	None
NCOA1	0	0.0	0.0	None
NCOA3	0	0.0	0.0	None
PHF6	46	55.616	67.0	None
ART1	83	60.093	72.0	None
ART4	0	0.0	0.0	None
NKX2-5	0	0.0	0.0	None
NPFFR2	80	95.414	112.0	None
NINJ1	0	0.0	0.0	None
NHLRC3	181	162.987	183.0	None
MFSD2A	112	99.745	115.0	None
NGDN	26	23.367	31.0	None
NIT2	0	0.0	0.0	None
NUS1	52	64.215	77.0	None
NOC3L	99	102.633	118.0	None
OR5AN1	0	0.0	0.0	None
OGFR	353	267.764	292.0	None
OPHN1	100	90.645	106.0	None
P2RY2	67	77.595	92.0	None
PKN2	8	13.218	20.0	None
PLGRKT	0	0.0	0.0	None
PRPF4	0	0.0	0.0	None
PRSS23	40	31.878	41.0	None
AGPAT2	10	9.353	14.049999999999955	None
GINS2	138	174.341	194.0	None
REST	74	81.524	95.0	None
RFK	0	0.0	0.0	None
RFC5	0	0.0	0.0	None
ARHGAP29	51	42.75	53.0	None
ARHGAP23	102	102.446	119.0	None
ARHGAP26	64	52.034	64.0	None
GXYLT2	0	0.0	0.0	None
GRPEL2	50	52.847	65.0	chap
HARBI1	38	31.914	42.0	None
ITSN2	71	67.635	81.0	None
PRKACA	7	13.976	20.0	None
KCNK5	21	34.159	44.0	None
KCMF1	48	37.603	47.0	None
KANSL2	75	70.394	84.0	None
KLHDC10	76	132.572	152.0	None
KCNAB1	37	49.254	60.0	None
LBH	173	234.352	257.0	None
LFNG	0	0.0	0.0	None
SLC43A2	152	137.181	155.04999999999995	None
LSM7	67	84.211	99.0	None
LSG1	408	285.099	310.0	None
LTB4R2	18	22.792	31.0	None
LRP12	0	0.0	0.0	None
LIPC	0	0.0	0.0	None
LRRC1	298	135.176	153.0	None
KCNRG	34	37.83	48.0	None
ALOX12	44	42.9	53.0	None
PPFIA3	108	120.235	138.0	None
MAML2	130	90.346	105.0	None
MAP3K12	0	0.0	0.0	None
MANEA	352	199.099	220.0	None
MFAP3L	0	0.0	0.0	None
MGAT1	0	0.0	0.0	None
HIATL1	104	108.75	125.0	None
MSR1	230	139.797	158.0	None
MTMR2	0	0.0	0.0	None
MTFR2	45	47.979	59.0	None
NUP98	0	0.0	0.0	None
PRSS54	60	62.693	76.0	None
PRIMA1	45	53.162	65.0	None
PRDM4	59	105.743	122.0	None
PRDX4	114	58.753	71.0	None
PTPRF	0	0.0	0.0	None
PURG	0	0.0	0.0	None
RBM38	125	114.719	131.0	None
RBM44	149	137.922	157.0	None
RB1	47	54.931	66.0	None
RCCD1	56	65.854	78.04999999999995	None
MTMR3	19	25.845	34.0	None
MSMB	0	0.0	0.0	None
MOSPD1	263	204.939	227.04999999999995	None
MC1R	96	77.213	91.0	None
NCAN	233	141.567	160.0	None
NCAM1	0	0.0	0.0	None
MYH13	158	125.297	143.0	None
MYB	44	43.952	55.049999999999955	None
NMUR1	47	50.088	61.0	None
NKTR	22	17.626	24.0	None
NTN1	0	0.0	0.0	None
NLRC3	95	72.072	86.0	None
NAP1L3	0	0.0	0.0	chap
NDUFS3	75	60.0	73.0	None
NOL3	15	12.722	19.0	None
NR2C1	180	168.264	189.0	None
NUSAP1	99	50.002	61.0	None
NUP54	40	41.593	51.0	None
OPA1	32	55.73	68.0	None
OTUD7A	6	10.521	16.0	None
OR6K6	194	223.754	246.0	None
OR6C2	107	105.073	121.0	None
OR1I1	162	138.894	157.0	None
PDE6C	53	44.522	54.0	None
PAWR	86	94.493	110.0	None
PANX3	8	18.095	25.0	None
PCYT1A	8	9.129	14.0	None
PCSK9	58	55.568	67.0	None
PCSK4	0	0.0	0.0	None
SCYL3	94	125.381	142.0	None
P2RX7	115	76.281	91.0	None
PFDN2	130	118.545	136.0	chap
PHACTR4	67	81.575	95.04999999999995	None
PIAS1	21	30.779	40.0	None
PRSS33	0	0.0	0.0	None
ALPL	0	0.0	0.0	None
PRSS38	127	135.352	153.0	None
PRRT3	0	0.0	0.0	None
PSMB10	74	79.41	93.0	None
PTPRS	43	55.055	67.0	None
PTPRU	105	69.05	82.0	None
PXDN	73	72.136	86.0	None
RBM27	16	22.019	29.0	None
RIPPLY1	75	86.237	101.0	None
RAB2B	0	0.0	0.0	None
RIN1	0	0.0	0.0	None
RGS21	0	0.0	0.0	None
RIOK2	21	33.703	43.0	None
RHBDL2	88	102.058	117.0	None
RGS18	0	0.0	0.0	None
CAMKK1	187	105.024	122.0	None
LEPR	45	50.277	61.0	None
KTN1	0	0.0	0.0	None
LAMP5	51	51.002	62.0	None
SLC7A5	21	22.229	30.0	None
SLC7A8	0	0.0	0.0	None
LAX1	19	22.325	30.0	None
LRRC2	73	75.899	90.0	None
LMO4	76	91.378	106.0	None
MAST1	0	0.0	0.0	None
METAP2	36	46.931	58.0	None
APOOL	10	13.064	19.0	None
ABCB8	129	101.051	117.0	None
OR5H14	100	108.42	125.0	None
PLA2G5	168	155.268	175.04999999999995	None
PNLDC1	73	46.343	57.0	None
PIK3CB	0	0.0	0.0	None
PLEKHM2	276	268.904	293.0	None
PITPNB	96	112.107	128.0	None
PLCXD1	40	49.357	60.0	None
SLMO2	39	31.645	41.0	None
PLD5	93	106.015	123.0	None
PKN1	158	132.159	150.0	None
PIGS	143	144.211	163.0	None
PLAA	156	150.768	169.0	None
PRR3	0	0.0	0.0	None
PRPF38A	101	107.446	123.0	None
PLB1	55	52.007	63.049999999999955	None
PRICKLE2	0	0.0	0.0	None
PSTPIP1	0	0.0	0.0	None
PRDM2	22	28.585	38.0	None
PRDX6	57	61.277	73.0	None
PTK6	18	41.31	51.0	None
PRPF19	0	0.0	0.0	ub
QSOX2	73	61.658	74.0	None
PXMP4	185	200.863	221.0	None
RBM28	90	81.391	95.0	None
R3HDM4	99	108.352	125.0	None
RAB36	12	37.521	47.0	None
RIC8A	34	39.58	50.0	None
RGS6	0	0.0	0.0	None
RHOBTB3	0	0.0	0.0	ub
REEP4	131	89.181	104.0	None
RALGPS1	0	0.0	0.0	None
RPL13A	0	0.0	0.0	None
RPL27	94	84.017	98.04999999999995	None
RSL1D1	38	24.439	33.0	None
RNASE10	87	88.924	103.0	None
RNPC3	169	151.727	170.0	None
RNF24	32	37.211	47.0	None
UBOX5	84	55.934	68.0	None
RPE	125	81.811	96.0	None
SSRP1	166	104.287	120.0	chap
TBC1D10C	0	0.0	0.0	None
TAF4	0	0.0	0.0	None
TMEM200A	34	46.415	57.0	None
GTF2A2	0	0.0	0.0	None
TMEM183A	54	79.009	93.0	None
TUBE1	134	109.098	124.0	None
TMEM151A	61	42.526	53.0	None
TAP2	74	68.049	82.0	None
TBL2	0	0.0	0.0	None
TMEFF1	146	146.285	165.0	None
TIMP3	0	0.0	0.0	None
TET2	23	12.416	19.0	None
TBPL1	175	135.264	154.0	None
THADA	65	73.707	86.0	None
WBP5	245	245.342	267.0	None
TRAPPC3	30	39.966	50.0	None
TMPRSS3	74	106.891	123.0	None
TOP3B	0	0.0	0.0	None
TTR	0	0.0	0.0	None
TTC4	23	25.451	33.049999999999955	chap
UHRF1	428	277.595	302.0	ub
TYW5	106	112.542	130.04999999999995	None
PHF11	57	63.459	76.0	None
PTGER4	23	23.786	32.0	None
PPP6R1	33	48.682	60.0	None
PIGV	82	57.539	69.0	None
SPAG6	234	150.722	170.04999999999995	None
SNF8	87	62.968	76.0	None
SNAP23	46	67.619	81.0	None
SNX3	60	64.95	78.0	None
SNAPC2	0	0.0	0.0	None
SORCS3	38	17.393	24.049999999999955	None
TMEM97	133	108.146	124.0	None
SPINT2	331	271.553	297.04999999999995	None
SMG7	0	0.0	0.0	None
SIM1	60	62.59	75.0	None
SUPT5H	70	54.881	67.0	None
STAG2	24	26.854	36.0	None
SPG11	35	30.71	40.0	None
SULF1	0	0.0	0.0	None
SYNE3	317	237.663	262.0	None
TAS2R4	74	71.34	85.0	None
TBC1D8B	43	110.433	127.0	None
TRAF3IP3	23	22.105	30.0	None
TUBB	67	37.911	48.0	None
F3	0	0.0	0.0	None
TDRD9	89	90.649	105.0	None
THUMPD2	0	0.0	0.0	None
TIMM17B	167	116.631	133.0	None
TEX30	32	33.173	43.0	None
TBRG1	0	0.0	0.0	None
TIAM2	116	116.404	134.0	None
TEK	0	0.0	0.0	None
TIGD5	0	0.0	0.0	None
TRAPPC5	230	189.277	210.0	None
TMCO4	22	20.831	29.0	None
TRIM32	146	184.334	205.0	ub
TOPORS	0	0.0	0.0	ub
TREH	42	37.816	48.0	None
TRIM44	158	130.305	148.0	ub
MPL	0	0.0	0.0	None
TRIM38	32	39.977	50.0	ub
TOE1	0	0.0	0.0	None
TRIM5	49	34.295	43.0	ub
TMEM218	70	24.898	33.049999999999955	None
TXNRD2	148	73.046	86.0	None
TSHR	0	0.0	0.0	None
AXL	0	0.0	0.0	None
UBALD1	168	115.069	132.0	None
UBB	0	0.0	0.0	None
USP42	158	97.569	113.0	None
UBE2C	0	0.0	0.0	ub
UTP6	52	79.625	95.0	None
NTSR2	21	26.077	35.0	None
NTF3	37	54.825	66.0	None
NUDT13	505	347.895	374.0	None
NUCB1	0	0.0	0.0	None
OGFOD2	0	0.0	0.0	None
OLA1	125	111.087	127.0	None
PARP8	150	97.785	114.0	None
PIK3R1	180	145.491	166.0	None
PHYH	13	42.268	53.0	None
PAOX	248	122.599	140.0	None
PCDH15	0	0.0	0.0	None
PCDH19	253	151.905	171.0	None
PATE3	201	166.311	187.0	None
PDS5B	153	125.645	143.0	None
PLA2G3	6	20.204	28.0	None
HSPG2	17	54.144	66.0	None
CBFB	92	116.544	134.0	None
PFKL	70	79.871	94.0	None
PLS3	13	27.196	36.0	None
PRSS56	98	43.833	54.0	None
MRPL32	46	46.48	57.0	None
RAPGEF2	79	83.695	98.0	None
MRPL47	17	1.778	4.0	None
SFTPA1	0	0.0	0.0	None
SFMBT2	105	101.68	117.0	None
STRN	0	0.0	0.0	None
SREBF2	40	47.953	59.0	None
SLC46A2	48	31.017	40.0	None
TSKS	29	26.868	35.049999999999955	None
UNC5D	117	129.636	148.0	None
SYNC	67	65.132	79.0	None
SYNE4	31	18.599	26.0	None
SYN2	100	124.63	142.0	None
SYNE2	0	0.0	0.0	None
TAF12	0	0.0	0.0	None
TAF5	61	69.805	84.0	None
SYT3	159	145.796	164.0	None
TACC1	45	35.499	45.0	None
TMEM106B	483	324.699	349.0	None
TBK1	0	0.0	0.0	None
TECTB	0	0.0	0.0	None
TXN	0	0.0	0.0	None
TIMM50	8	8.742	14.0	None
TG	49	28.237	37.0	None
THOC3	61	58.892	71.0	None
TDRKH	101	95.466	111.0	None
CCT7	64	64.687	78.0	chap
TEP1	18	20.963	28.0	None
TOP2A	0	0.0	0.0	None
TPPP3	209	178.878	200.0	None
TSR3	44	32.309	41.0	None
THBS2	52	76.907	91.0	None
TTC7B	0	0.0	0.0	None
TTC8	24	26.86	35.0	None
SLC14A2	0	0.0	0.0	None
VSTM2B	135	90.157	104.0	None
VWA8	43	50.742	62.0	None
ERCC4	61	65.091	78.0	None
WWOX	0	0.0	0.0	None
WDR81	47	69.395	83.04999999999995	None
WEE2	0	0.0	0.0	None
WDR11	135	104.945	121.0	None
WNK3	81	36.255	46.0	None
XK	97	120.213	137.0	None
VPS29	38	31.462	40.0	None
WDR59	77	93.883	110.0	None
VPS72	441	304.584	330.0	chap
ZNF35	51	43.747	54.0	None
ZBTB24	135	98.155	113.0	None
ZBTB46	181	191.445	212.0	None
ZC3H3	238	176.584	196.0	None
YTHDC1	170	214.368	237.04999999999995	None
ZMYND19	0	0.0	0.0	None
ZIK1	59	56.185	68.0	None
ZNF205	34	29.304	38.0	None
ZNF345	178	161.701	180.0	None
ZNF382	17	18.603	26.0	None
ZNF260	106	118.314	136.0	None
ZNF426	0	0.0	0.0	None
ZFPL1	0	0.0	0.0	None
ZFR	0	0.0	0.0	None
ZNF317	0	0.0	0.0	None
ZNF532	32	44.063	55.0	None
ZYX	0	0.0	0.0	None
KLHL20	155	163.035	183.0	ub
PRKG2	103	111.687	128.0	None
KRT84	69	61.062	74.0	None
KCNH7	0	0.0	0.0	None
KCNJ2	0	0.0	0.0	None
KCNJ15	41	44.276	55.0	None
KCTD19	0	0.0	0.0	None
KCNA3	157	150.334	170.0	None
LPIN3	0	0.0	0.0	None
LRRC30	42	30.832	40.0	None
LRRC8A	0	0.0	0.0	None
LOXL1	0	0.0	0.0	None
LRFN4	29	24.208	32.0	None
LIN7C	69	58.053	70.0	None
LINGO3	193	149.697	168.0	None
MVB12B	36	44.883	56.0	None
MAP3K5	38	28.699	38.0	None
MAP3K1	0	0.0	0.0	ub
MBNL3	44	48.032	59.0	None
MARK3	114	121.26	138.04999999999995	None
MERTK	69	40.076	50.0	None
PHF20L1	0	0.0	0.0	None
ACAN	0	0.0	0.0	None
PNMT	215	219.578	242.0	None
PPP4R4	80	92.787	108.0	None
PNMA1	41	43.369	54.0	None
PPP1R14C	0	0.0	0.0	None
PON2	240	177.149	198.0	None
USP1	0	0.0	0.0	ub
TXLNG	79	75.21	89.0	None
UFC1	115	95.06	109.0	None
USP46	55	60.014	73.0	None
UXT	0	0.0	0.0	chap
VPS33A	219	153.163	172.0	None
WNT1	54	69.683	83.0	None
WDR27	88	88.216	103.0	None
OPN5	53	71.017	85.0	None
NUDC	313	169.288	189.04999999999995	chap
OCRL	0	0.0	0.0	None
OR4D5	31	45.127	56.0	None
CCDC151	0	0.0	0.0	None
OR5B12	25	19.18	27.0	None
PDE10A	30	34.651	44.0	None
PDE1B	85	130.807	148.0	None
PCOLCE2	83	100.455	116.0	None
PCNP	101	103.66	120.0	None
PAMR1	10	27.412	36.0	None
PARPBP	0	0.0	0.0	None
PARP1	154	161.231	180.04999999999995	None
PAIP2B	283	152.309	171.0	None
PDS5A	0	0.0	0.0	None
P2RY4	0	0.0	0.0	None
TP53	0	0.0	0.0	None
C10orf2	0	0.0	0.0	None
OVOL3	54	52.113	64.0	None
PKN3	65	52.096	64.0	None
ACP5	31	23.06	31.0	None
