human	macaque	mouse
IL1RAPL2	IL1RAPL2	Il1rapl2
ZP2	ZP2	Zp2
DQX1	DQX1	Dqx1
CHAT	CHAT	Chat
PRKG1	PRKG1	Prkg1
CRACR2A	None	Cracr2a
LINS	None	Lins
PCDHGA9	None	Pcdhga9
HSPA9	HSPA9	Hspa9
WDR26	WDR26	Wdr26
SDAD1	SDAD1	Sdad1
NOL11	NOL11	Nol11
ZBTB33	ZBTB33	Zbtb33
SCYL1	None	Scyl1
PJA2	PJA2	Pja2
ADGRG7	None	Gpr128
C11orf63	None	None
NEK5	NEK5	Nek5
CXorf23	None	None
FOXO3	FOXO3	Foxo3
CCDC175	CCDC175	Ccdc175
COL13A1	COL13A1	Col13a1
RBM14	RBM14	Rbm14
ADRBK2	None	Adrbk2
DDX3X	DDX3X	Ddx3x
ZNF441	ZNF627	None
SOX30	SOX30	Sox30
HADHA	HADHA	Hadha
EOMES	EOMES	Eomes
MTMR7	MTMR7	Mtmr7
EPX	EPX	Epx
RASEF	RASEF	Rasef
ZNF526	ZNF526	Zfp526
DDX31	DDX31	Ddx31
GAB2	GAB2	Gab2
None	None	None
HSPA12B	HSPA12B	Hspa12b
CRTC2	CRTC2	Crtc2
WDR48	WDR48	Wdr48
ZNF224	ZNF224	None
SLC44A4	SLC44A4	Slc44a4
LRGUK	LRGUK	Lrguk
MTMR8	MTMR8	None
NEK8	NEK8	Nek8
GOLIM4	GOLIM4	Golim4
GFPT2	GFPT2	Gfpt2
ADAM28	ADAM28	Adam28
SEC14L5	SEC14L5	Sec14l5
ABCB7	ABCB7	Abcb7
KCND3	KCND3	Kcnd3
EXOC3L1	EXOC3L1	Exoc3l
TDRD12	None	Tdrd12
MPP5	MPP5	Mpp5
PCDHGB4	None	Pcdhgb4
ZBTB1	ZBTB1	Zbtb1
JPH1	JPH1	Jph1
CCDC142	CCDC142	Ccdc142
ZNF180	ZNF180	Zfp180
MAN1B1	MAN1B1	Man1b1
SLITRK1	None	Slitrk1
TLE2	TLE2	Tle2
ANKRD6	ANKRD6	Ankrd6
GLE1	GLE1	Gle1
SLC26A6	SLC26A6	Slc26a6
PCDHB8	PCDHB8	Pcdhb16
LRRC37A2	None	None
FAM189B	FAM189B	Fam189b
POLH	POLH	Polh
MARCH10	None	March10
CCDC177	CCDC177	Ccdc177
TM9SF2	TM9SF2	Tm9sf2
LNX2	LNX2	Lnx2
PCDHGA1	None	Pcdhga1
DIXDC1	DIXDC1	Dixdc1
INTS9	INTS9	Ints9
TPCN2	TPCN2	Tpcn2
SPATA5L1	SPATA5L1	Spata5l1
ARMC8	ARMC8	Armc8
MEPCE	MEPCE	Mepce
CEP68	CEP68	Cep68
FLRT2	FLRT2	Flrt2
PCDHA9	None	Pcdha8
LEO1	LEO1	Leo1
C18orf8	None	None
ADGRL4	None	Eltd1
GGA3	GGA3	Gga3
CLPB	CLPB	Clpb
ZBBX	ZBBX	Zbbx
ZBED5	ZBED5	Zbed5
TUBGCP4	TUBGCP4	Tubgcp4
ADAM18	ADAM18	Adam18
SUN2	SUN2	Sun2
TAF6	TAF6	Taf6
ABCB8	ABCB8	Abcb8
SRP72	SRP72	Srp72
EPB41L4A	EPB41L4A	Epb4.1l4a
WDR66	None	Wdr66
RNF145	RNF145	Rnf145
TACC3	TACC3	Tacc3
EPS8L1	EPS8L1	Eps8l1
LRRC4	LRRC4	Lrrc4
SETMAR	SETMAR	None
KANK3	KANK3	Kank3
ZNF7	ZNF7	Zfp7
MAPK8IP1	MAPK8IP1	Mapk8ip1
ZXDA	None	None
ENAH	ENAH	Enah
PCDHA10	None	Pcdha9
BAHD1	BAHD1	Bahd1
PAK6	PAK6	Pak6
PLOD1	PLOD1	Plod1
PIAS1	PIAS1	Pias1
ZNF334	ZNF334	Zfp334
VWA5A	VWA5A	Vwa5a
NCSTN	NCSTN	Ncstn
CEP76	None	Cep76
KIFC2	KIFC2	Kifc2
ADGRE1	None	Emr1
DACT2	DACT2	Dact2
CAPN12	CAPN12	Capn12
FSHR	FSHR	Fshr
ITGAD	None	Itgad
SF1	SF1	Sf1
ALOX5	ALOX5	Alox5
TROAP	TROAP	Troap
GPAT2	GPAT2	Gpat2
MAP7D2	MAP7D2	Map7d2
THOC1	THOC1	Thoc1
R3HCC1L	R3HCC1L	R3hcc1l
ZNF282	ZNF212	Zfp282
GPSM1	GPSM1	Gpsm1
WDR43	WDR43	Wdr43
RAP1GAP	RAP1GAP	Rap1gap
GTPBP1	GTPBP1	Gtpbp1
PCDHGA8	None	Pcdhga8
VRTN	VRTN	Vrtn
RAF1	RAF1	Raf1
ZNF81	ZNF81	None
PCDHGB6	None	Pcdhgb6
LZTS3	None	Lzts3
LRRC66	LRRC66	Lrrc66
JPH2	JPH2	Jph2
WRNIP1	WRNIP1	Wrnip1
ZNF132	ZNF132	None
CNGA1	CNGA1	Cnga1
PRDM8	PRDM8	Prdm8
ZDHHC17	ZDHHC17	Zdhhc17
ACSS3	ACSS3	Acss3
GLS	GLS	Gls
CAMK2B	CAMK2B	Camk2b
ABCF3	ABCF3	Abcf3
HPS1	HPS1	Hps1
NGEF	NGEF	Ngef
HEATR3	HEATR3	Heatr3
FERMT1	FERMT1	Fermt1
POLI	POLI	Poli
HSPA12A	HSPA12A	Hspa12a
CLPTM1	CLPTM1	Clptm1
NOL9	NOL9	Nol9
ZNF710	ZNF710	Zfp710
None	None	None
MTA2	MTA2	Mta2
EWSR1	EWSR1	Ewsr1
TAGAP	TAGAP	Tagap
ANXA6	ANXA6	Anxa6
SH3BP1	SH3BP1	Sh3bp1
GPCPD1	GPCPD1	Gpcpd1
GPSM2	GPSM2	Gpsm2
PDE4C	PDE4C	Pde4c
C14orf37	None	None
AACS	AACS	Aacs
WDPCP	WDPCP	Wdpcp
UBASH3B	UBASH3B	Ubash3b
SRPK1	SRPK1	Srpk1
POMGNT1	POMGNT1	Pomgnt1
CDH26	CDH26	Cdh26
CWH43	CWH43	Cwh43
ATF6B	ATF6B	Atf6b
ABCB10	ABCB10	Abcb10
TTC30A	TTC30A	Ttc30a1
NDC1	TMEM48	Ndc1
EHHADH	EHHADH	Ehhadh
CASC3	CASC3	Casc3
SLC44A1	SLC44A1	Slc44a1
CHADL	CHADL	Chadl
KAL1	None	None
MTMR1	MTMR1	Mtmr1
ZNF470	ZNF470	None
FUBP1	FUBP1	Fubp1
PPP1R37	PPP1R37	Ppp1r37
CASC1	None	Casc1
CAGE1	CAGE1	Cage1
CEP63	CEP63	Cep63
VCAM1	VCAM1	Vcam1
XPNPEP2	XPNPEP2	Xpnpep2
SLC9A6	SLC9A6	Slc9a6
SLC12A8	SLC12A8	Slc12a8
RABL6	RABL6	Rabl6
USP44	USP44	Usp44
RHPN2	RHPN2	Rhpn2
CPT1B	CPT1B	Cpt1b
ZNF567	None	None
ZCCHC8	ZCCHC8	Zcchc8
FLRT3	FLRT3	Flrt3
SLC25A13	SLC25A13	Slc25a13
TRMT44	TRMT44	Trmt44
TTC39B	TTC39B	Ttc39b
SYTL4	TSPAN6	Sytl4
NOC2L	NOC2L	Noc2l
LRRC4C	LRRC4C	Lrrc4c
NSUN7	NSUN7	Nsun7
SLC23A2	SLC23A2	Slc23a2
NEXN	NEXN	Nexn
FOXO1	FOXO1	Foxo1
KATNB1	KATNB1	Katnb1
CACNB2	CACNB2	Cacnb2
FGD3	FGD3	Fgd3
ABCG4	ABCG4	Abcg4
DYNC1I1	DYNC1I1	Dync1i1
SEMA7A	SEMA7A	Sema7a
AMPH	AMPH	Amph
UVRAG	UVRAG	Uvrag
HBS1L	HBS1L	Hbs1l
CALCOCO1	CALCOCO1	Calcoco1
PCDHGB2	None	Pcdhgb2
ZNF594	ZNF594	None
ARHGEF16	ARHGEF16	Arhgef16
ENOX1	ENOX1	Enox1
CAPN8	CAPN8	Capn8
ZSWIM3	ZSWIM3	Zswim3
TGM6	TGM6	Tgm6
RNF139	RNF139	Rnf139
RBM28	RBM28	Rbm28
MICALL2	MICALL2	Micall2
PRDM5	PRDM5	Prdm5
FRMD7	FRMD7	Frmd7
SLCO4C1	SLCO4C1	Slco4c1
ZNF839	ZNF839	Zfp839
CCDC157	CCDC157	Ccdc157
PPWD1	PPWD1	Ppwd1
NPHP1	NPHP1	Nphp1
BRF1	BRF1	Brf1
DDN	DDN	Ddn
TMCC1	TMCC1	Tmcc1
SUSD1	SUSD1	Susd1
IVNS1ABP	IVNS1ABP	Ivns1abp
LHCGR	LHCGR	Lhcgr
TGM7	TGM7	Tgm7
FERMT3	FERMT3	Fermt3
ADAM20	ADAM20	Adam25
GBE1	GBE1	Gbe1
NUAK1	NUAK1	Nuak1
TRIM32	TRIM32	Trim32
MAP7	MAP7	Map7
RSPH6A	RSPH6A	Rsph6a
PCDHGA11	None	Pcdhga11
LZTS2	LZTS2	Lzts2
IFT81	IFT81	Ift81
C19orf26	None	Dos
ZNF189	ZNF189	Zfp189
LMNA	LMNA	Lmna
NUMB	NUMB	Numb
DYM	DYM	Dym
SLCO2B1	SLCO2B1	Slco2b1
DAGLB	DAGLB	Daglb
HSPA5	HSPA5	Hspa5
MFI2	MELTF	Mfi2
MEP1B	MEP1B	Mep1b
XKR4	XKR4	Xkr4
CCDC33	CCDC33	Ccdc33
GNPAT	GNPAT	Gnpat
None	None	None
ACSS1	ACSS1	Acss1
RSPH4A	RSPH4A	Rsph4a
RALBP1	None	Ralbp1
DAXX	DAXX	Daxx
SLC39A12	SLC39A12	Slc39a12
RNF169	RNF169	Rnf169
FAF1	FAF1	Faf1
THOP1	THOP1	Thop1
RNF157	None	Rnf157
ZNF808	ZNF808	None
CNKSR1	CNKSR1	Cnksr1
GALC	GALC	Galc
PADI2	PADI2	Padi2
LETM1	LETM1	Letm1
HMMR	HMMR	Hmmr
KCNQ1	KCNQ1	Kcnq1
OS9	OS9	Os9
MCMDC2	MCMDC2	Mcmdc2
UTP14C	UTP14C	None
CDH15	CDH15	Cdh15
C11orf95	C11orf95	None
LIMK1	LIMK1	Limk1
NAALADL1	NAALADL1	Naaladl1
TMEM214	TMEM214	Tmem214
AGPS	AGPS	Agps
AKAP10	AKAP10	Akap10
NKRF	NKRF	Nkrf
BTBD18	BTBD18	Btbd18
EPS8L2	EPS8L2	Eps8l2
SPG20	None	Spg20
TNFRSF21	TNFRSF21	Tnfrsf21
ABCD3	ABCD3	Abcd3
GAS2L1	GAS2L1	Gas2l1
TNS4	TNS4	Tns4
ATXN1L	ATXN1L	Atxn1l
ITPKC	ITPKC	Itpkc
SLC20A1	SLC20A1	Slc20a1
FAM83C	FAM83C	Fam83c
SMPD3	SMPD3	Smpd3
HSPA8	HSPA8	Hspa8
ARHGAP28	ARHGAP28	Arhgap28
RGS9	RGS9	Rgs9
RAD17	RAD17	Rad17
PADI6	PADI6	Padi6
KCNA4	KCNA4	Kcna4
CCDC13	HHATL	Ccdc13
C2orf44	None	None
PTCHD3	PTCHD3	Ptchd3
SLC20A2	SLC20A2	Slc20a2
TGM5	TGM5	Tgm5
ACOX1	ACOX1	Acox1
PCDHB13	PCDHB13	None
ABCG1	ABCG1	Abcg1
PCSK2	PCSK2	Pcsk2
NOL4	NOL4	Nol4
CD22	CD22	Cd22
SDHA	SDHA	Sdha
ZMYND15	ZMYND15	Zmynd15
CARF	None	Carf
TRDN	TRDN	Trdn
SHCBP1	SHCBP1	Shcbp1
GGT7	GGT7	Ggt7
KCNC2	KCNC2	Kcnc2
HDC	HDC	Hdc
TRAP1	TRAP1	Trap1
SLCO4A1	SLCO4A1	Slco4a1
KY	KY	Ky
SLC24A3	SLC24A3	Slc24a3
TEC	TEC	Tec
MCMBP	MCMBP	Mcmbp
BRD7	BRD7	Brd7
APPL2	APPL2	Appl2
PABPC1	PABPC1	Pabpc1
COL10A1	COL10A1	Col10a1
UIMC1	UIMC1	Uimc1
TMC8	None	Tmc8
ZNF573	ZNF573	None
ZNF408	ZNF408	Zfp408
HNRNPR	HNRNPR	Hnrnpr
FOXJ3	FOXJ3	Foxj3
EDEM1	EDEM1	Edem1
ACSL1	ACSL1	Acsl1
MTMR2	MTMR2	Mtmr2
SH3KBP1	SH3KBP1	Sh3kbp1
AMFR	AMFR	Amfr
SV2B	SV2B	Sv2b
KLHDC7A	KLHDC7A	Klhdc7a
PABPC4	PABPC4	Pabpc4
ZNF568	ZNF568	None
KBTBD2	KBTBD2	Kbtbd2
ATHL1	None	Athl1
FIGNL1	FIGNL1	Fignl1
PBXIP1	PBXIP1	Pbxip1
CAPN6	CAPN6	Capn6
CREBRF	CREBRF	Crebrf
PICALM	PICALM	Picalm
ZNF398	ZNF398	Zfp398
WBP11	WBP11	Wbp11
PUS7	PUS7	Pus7
TSPYL2	TSPYL2	Tspyl2
DCST1	DCST1	Dcst1
PTPRR	PTPRR	Ptprr
DNAI1	DNAI1	Dnaic1
GCLC	GCLC	Gclc
SLC3A1	SLC3A1	Slc3a1
KEL	KEL	Kel
RECQL	RECQL	Recql
SENP1	SENP1	Senp1
WEE1	WEE1	Wee1
GALNT3	GALNT3	Galnt3
WDR70	WDR70	Wdr70
SCFD1	SCFD1	Scfd1
ADAM2	ADAM2	Adam2
SDCCAG8	SDCCAG8	Sdccag8
SEL1L2	SEL1L2	Sel1l2
PDE1C	PDE1C	Pde1c
CRTAC1	CRTAC1	Crtac1
RAVER2	RAVER2	Raver2
ZNF143	ZNF143	Zfp143
DUSP16	DUSP16	Dusp16
SLC5A2	SLC5A2	Slc5a2
VWA2	VWA2	Vwa2
SPTY2D1	SPTY2D1	Spty2d1
REPS2	REPS2	Reps2
SLC28A3	SLC28A3	Slc28a3
PCSK9	PCSK9	Pcsk9
LMLN	LMLN	Lmln
SCNN1G	SCNN1G	Scnn1g
AKAP8	AKAP8	Akap8
PEX5	PEX5	Pex5
FOXP1	FOXP1	Foxp1
PCDHGB1	None	Pcdhgb1
OCA2	OCA2	Oca2
KLHL17	KLHL17	Klhl17
KRI1	KRI1	Kri1
IL31RA	IL31RA	Il31ra
KIAA1875	None	Gm35339
SYBU	SYBU	Sybu
ZNF182	ZNF182	Zfp182
ALAS1	ALAS1	Alas1
MEX3C	MEX3C	Mex3c
ZNF16	ZNF16	None
C1R	C1R	C1ra
C10orf2	C10orf2	Peo1
MTO1	MTO1	Mto1
None	None	Muc2
MAN1A1	MAN1A1	Man1a
FLRT1	FLRT1	Flrt1
EML2	EML2	Eml2
MMP9	MMP9	Mmp9
UROC1	UROC1	Uroc1
LIMD1	LIMD1	Limd1
RASGRP4	RASGRP4	Rasgrp4
KLHL13	KLHL13	Klhl13
KIFC1	KIFC1	Kifc1
TACC1	TACC1	Tacc1
TBC1D23	TBC1D23	Tbc1d23
NEK4	NEK4	Nek4
ARHGAP22	ARHGAP22	Arhgap22
MDM1	MDM1	Mdm1
RAD21	RAD21	Rad21
MASP2	MASP2	Masp2
CEP78	CEP78	Cep78
AKAP8L	AKAP8L	Akap8l
SLC5A3	None	Slc5a3
PARP6	PARP6	Parp6
CNGA2	CNGA2	Cnga2
UBA2	UBA2	Uba2
KCND1	KCND1	Kcnd1
FEM1B	FEM1B	Fem1b
ZNF202	ZNF202	Zfp202
F13B	F13B	F13b
MTSS1L	None	Mtss1l
NDC80	NDC80	Ndc80
ZNF782	ZNF782	None
KCND2	KCND2	Kcnd2
ACTR8	ACTR8	Actr8
LIMK2	LIMK2	Limk2
MTMR14	MTMR14	Mtmr14
ZSCAN32	ZSCAN32	None
HSPA1A	None	Hspa1a
ZNF551	ZNF551	Zfp551
ZNF429	ZNF429	Zfp738
DBN1	DBN1	Dbn1
SLC5A11	SLC5A11	Slc5a11
ACOX2	ACOX2	Acox2
BBS10	BBS10	Bbs10
ARNTL	ARNTL	Arntl
ELF4	ELF4	Elf4
COG6	COG6	Cog6
SYK	SYK	Syk
AVL9	AVL9	Avl9
KLHL9	KLHL9	None
CCDC62	CCDC62	Ccdc62
MTHFR	MTHFR	Mthfr
ZNF503	ZNF503	Zfp503
PADI3	PADI3	Padi3
SIM2	SIM2	Sim2
FCHSD1	FCHSD1	Fchsd1
PAPSS1	PAPSS1	Papss1
MAP3K3	MAP3K3	Map3k3
CPT2	CPT2	Cpt2
ZNF135	ZNF135	None
GAS2L3	GAS2L3	Gas2l3
None	None	None
ZNF23	ZNF23	Zfp612
SCMH1	SCMH1	Scmh1
PROS1	None	Pros1
KCNQ2	None	Kcnq2
ZNF433	ZNF433	Zfp11
AKAP17A	None	None
ALKBH8	ALKBH8	Alkbh8
TSPEAR	TSPEAR	Tspear
XPNPEP1	XPNPEP1	Xpnpep1
NEDD1	NEDD1	Nedd1
SLC6A8	SLC6A8	Slc6a8
APLP2	APLP2	Aplp2
SYCP2L	SYCP2L	Sycp2l
MBTD1	None	Mbtd1
CLIP4	CLIP4	Clip4
MELK	MELK	Melk
RNASEL	RNASEL	Rnasel
CIRH1A	None	Cirh1a
PRKCD	PRKCD	Prkcd
ZNF471	ZNF471	Zfp78
NYAP2	NYAP2	Nyap2
BEST3	BEST3	Best3
PCDHGB7	None	Pcdhgb7
ANO10	ANO10	Ano10
SLC9A9	SLC9A9	Slc9a9
TRIM41	TRIM41	Trim41
TBC1D17	TBC1D17	Tbc1d17
ANKZF1	ANKZF1	Ankzf1
MMP16	MMP16	Mmp16
KHNYN	KHNYN	Khnyn
KLHL31	KLHL31	Klhl31
GALNT7	GALNT7	Galnt7
FAM169A	FAM169A	Fam169a
ZNF750	ZNF750	Zfp750
RARS	RARS	Rars
SLC6A7	SLC6A7	Slc6a7
TRAPPC12	TRAPPC12	Trappc12
MTRR	MTRR	Mtrr
CCDC138	CCDC138	Ccdc138
CNGA3	CNGA3	Cnga3
RGL3	RGL3	Rgl3
MAN1A2	MAN1A2	Man1a2
BMX	BMX	Bmx
RNF6	RNF6	Rnf6
UVSSA	UVSSA	Uvssa
SLC6A6	SLC6A6	Slc6a6
DDX3Y	None	Ddx3y
ZNF304	ZNF304	None
ZNF432	ZNF432	None
QSOX2	QSOX2	Qsox2
LDB3	LDB3	Ldb3
IRAK1	IRAK1	Irak1
ADGRG1	GPR56	Gpr56
KLHL14	KLHL14	Klhl14
GUCY1B3	GUCY1B3	Gucy1b3
GRHL2	GRHL2	Grhl2
TMPO	TMPO	Tmpo
ZNF28	ZNF28	Zfp534
SLC2A13	SLC2A13	Slc2a13
ZFAND4	ZFAND4	Zfand4
VIT	VIT	Vit
ZNF133	ZNF133	None
TTC30B	TTC30B	Ttc30b
SCFD2	SCFD2	Scfd2
SRPR	SRPR	Srpr
TTLL12	TTLL12	Ttll12
SP100	SP100	None
NXF1	NXF1	Nxf1
SYNCRIP	SYNCRIP	Syncrip
TP73	TP73	Trp73
TMEM201	TMEM201	Tmem201
ELL2	ELL2	Ell2
FXR2	FXR2	Fxr2
MROH6	MROH6	Mroh6
ZBTB48	ZBTB48	Zbtb48
COL4A3BP	None	Col4a3bp
ZNF74	ZNF74	None
NTN4	NTN4	Ntn4
PARN	PARN	Parn
MAP3K2	MAP3K2	Map3k2
TOX4	TOX4	Tox4
ZBTB7C	ZBTB7C	Zbtb7c
PLS3	PLS3	Pls3
ZIC5	ZIC5	Zic5
ZNF540	ZNF540	None
FOXK2	None	Foxk2
CRTC1	CRTC1	Crtc1
CHM	CHM	Chm
FBXL13	FBXL13	Fbxl13
MYB	MYB	Myb
NUP85	NUP85	Nup85
DHX58	DHX58	Dhx58
KIAA0408	KIAA0408	9330159F19Rik
SLC26A7	SLC26A7	Slc26a7
FRMD6	FRMD6	Frmd6
DMWD	DMWD	Dmwd
TRAF3IP1	TRAF3IP1	Traf3ip1
C1S	C1S	None
TMC4	TMC4	Tmc4
LCA5	LCA5	Lca5
LRFN4	LRFN4	Lrfn4
RNPEP	RNPEP	Rnpep
ZMYND11	ZMYND11	Zmynd11
ZNF652	ZNF652	Zfp652
MPHOSPH10	MPHOSPH10	Mphosph10
KLHL6	KLHL6	Klhl6
ARHGAP25	ARHGAP25	Arhgap25
MMP24	MMP24	Mmp24
ZNF14	ZNF14	None
ALOX12	ALOX12	Alox12
SLC5A9	SLC5A9	Slc5a9
TYW1	None	Tyw1
DEF6	DEF6	Def6
CTTNBP2NL	CTTNBP2NL	Cttnbp2nl
LCMT2	LCMT2	Lcmt2
KEAP1	KEAP1	Keap1
SHKBP1	SHKBP1	Shkbp1
FEM1C	FEM1C	Fem1c
KCNC4	KCNC4	Kcnc4
TCTN2	TCTN2	Tctn2
C3orf67	None	None
PRMT7	PRMT7	Prmt7
SLCO1A2	SLCO1A2	Slco1a5
CDC16	CDC16	Cdc16
FAM71E2	FAM71E2	Fam71e2
HRNR	None	Hrnr
None	None	Muc6
FMR1	FMR1	Fmr1
ZNF251	ZNF251	Zfp251
LRRC45	LRRC45	Lrrc45
ASTE1	ASTE1	Aste1
TSNAXIP1	TSNAXIP1	Tsnaxip1
MAU2	MAU2	Mau2
SLC6A4	SLC6A4	Slc6a4
LCP1	LCP1	Lcp1
RPAP3	RPAP3	Rpap3
EFHC1	EFHC1	Efhc1
KLHL32	KLHL32	Klhl32
SASS6	SASS6	Sass6
MPP4	MPP4	Mpp4
CPZ	CPZ	Cpz
UBASH3A	UBASH3A	Ubash3a
C1orf168	None	None
PRMT5	PRMT5	Prmt5
SERAC1	SERAC1	Serac1
FAM149A	FAM149A	Fam149a
NGLY1	NGLY1	Ngly1
TDRD3	TDRD3	Tdrd3
ATF6	ATF6	Atf6
RACGAP1	RACGAP1	Racgap1
CNST	CNST	Cnst
CLPX	CLPX	Clpx
ZNF595	ZNF595	Zfp708
COL25A1	COL25A1	Col25a1
ITK	ITK	Itk
SLC24A2	SLC24A2	Slc24a2
CAPN10	CAPN10	Capn10
BTBD9	BTBD9	Btbd9
SLC6A14	SLC6A14	Slc6a14
PLS1	PLS1	Pls1
ZNF131	ZNF131	Zfp131
PEX5L	PEX5L	Pex5l
KBTBD3	KBTBD3	Kbtbd3
HAL	HAL	Hal
KLHL8	KLHL8	Klhl8
ABCF2	ABCF2	Abcf2
MTIF2	MTIF2	Mtif2
RLIM	RLIM	Rlim
CAPN14	CAPN14	None
SLC6A11	SLC6A11	Slc6a11
ADCK3	ADCK3	Adck3
ICK	None	Ick
ECM2	ECM2	Ecm2
LRRN4	LRRN4	Lrrn4
ATP6V1A	ATP6V1A	Atp6v1a
ASH2L	ASH2L	Ash2l
KIAA0907	KIAA0907	None
ERI2	ERI2	Eri2
UBQLN2	UBQLN2	Ubqln2
MEFV	MEFV	Mefv
SH2B1	None	Sh2b1
KLHL10	KLHL10	Klhl10
GUF1	GUF1	Guf1
COL9A3	COL9A3	Col9a3
NCKIPSD	NCKIPSD	Nckipsd
NTN1	NTN1	Ntn1
KAT7	KAT7	Kat7
GLB1L	GLB1L	Glb1l
ZNF665	ZNF665	Zfp160
CAPN5	CAPN5	Capn5
OAS2	OAS2	Oas2
FXR1	FXR1	Fxr1
ELF1	ELF1	Elf1
ILDR2	ILDR2	Ildr2
EXOC3L4	EXOC3L4	Exoc3l4
DCLK3	DCLK3	Dclk3
DLAT	DLAT	Dlat
C1orf106	None	None
ZNF746	ZNF746	Zfp746
RASGRP2	RASGRP2	Rasgrp2
ZNF549	ZNF549	None
LRWD1	LRWD1	None
TAP1	PSMB8	Tap1
GGA1	GGA1	Gga1
DBF4	DBF4	Dbf4
ARHGAP18	ARHGAP18	Arhgap18
PIAS2	PIAS2	Pias2
SLC15A1	SLC15A1	Slc15a1
None	CAST	Cast
HSPA1L	HSPA1L	Hspa1l
MUM1L1	None	Mum1l1
HSPA2	None	Hspa2
CLINT1	CLINT1	Clint1
SLC27A4	SLC27A4	Slc27a4
DTX1	DTX1	Dtx1
TTC25	TTC25	Ttc25
LINGO1	LINGO1	Lingo1
ZFP90	ZFP90	Zfp90
SYT16	SYT16	Syt16
ZNF605	ZNF605	Zfp605
TMEM62	TMEM62	Tmem62
GALNTL6	GALNTL6	Galntl6
DDX41	DDX41	Ddx41
GRHL1	GRHL1	Grhl1
TM9SF1	CHMP4A	Tm9sf1
COL9A2	COL9A2	Col9a2
SLC7A2	SLC7A2	Slc7a2
ZNF555	ZNF555	None
GALNT10	GALNT10	Galnt10
HGSNAT	HGSNAT	Hgsnat
COLGALT1	None	Colgalt1
SLC6A1	SLC6A1	Slc6a1
ITGB2	ITGB2	Itgb2
CCDC30	CCDC30	None
TKT	TKT	Tkt
SLC34A2	SLC34A2	Slc34a2
MAGEC1	None	None
SLC26A1	SLC26A1	Slc26a1
DDX18	DDX18	Ddx18
PDIA4	PDIA4	Pdia4
KLHL20	KLHL20	Klhl20
SLC27A1	SLC27A1	Slc27a1
MAP3K7	MAP3K7	Map3k7
MX2	MX2	None
PLK3	PLK3	Plk3
STRA6	STRA6	Stra6
FOXN1	FOXN1	Foxn1
JPH4	JPH4	Jph4
PGM2L1	PGM2L1	Pgm2l1
ZNF544	ZNF544	None
GLCE	GLCE	Glce
TESK1	TESK1	Tesk1
SLC24A4	SLC24A4	Slc24a4
ZNF668	ZNF668	Zfp668
WDR93	WDR93	Wdr93
PPP1R15B	PPP1R15B	Ppp1r15b
COLGALT2	None	Colgalt2
NRROS	None	Nrros
SOX13	SOX13	Sox13
NR4A2	NR4A2	Nr4a2
MTMR6	MTMR6	Mtmr6
ZDHHC13	ZDHHC13	Zdhhc13
GSTCD	GSTCD	Gstcd
ZNF256	ZNF256	None
TNK1	TNK1	Tnk1
TM9SF4	TM9SF4	Tm9sf4
FAM111B	FAM111B	None
RHOBTB3	RHOBTB3	Rhobtb3
TCF3	TCF3	Tcf3
SLC5A1	SLC5A1	Slc5a1
NR4A3	NR4A3	Nr4a3
DTX3L	DTX3L	Dtx3l
KBTBD8	KBTBD8	Kbtbd8
ETFDH	ETFDH	Etfdh
SLCO2A1	SLCO2A1	Slco2a1
FLYWCH1	FLYWCH1	Flywch1
BIRC2	BIRC2	Birc2
SPG7	SPG7	Spg7
ZNF283	ZNF283	None
INPP5E	INPP5E	Inpp5e
TXLNB	TXLNB	Txlnb
MSL1	MSL1	Msl1
SLC27A5	SLC27A5	Slc27a5
ZNF853	ZNF853	Zfp853
PRKCI	PRKCI	Prkci
RPN2	RPN2	Rpn2
KLHL15	KLHL15	Klhl15
SKIL	SKIL	Skil
RHOT1	None	Rhot1
RUFY2	RUFY2	Rufy2
ACSL5	ACSL5	Acsl5
HIF3A	HIF3A	Hif3a
SRP68	SRP68	Srp68
KBTBD12	KBTBD12	Kbtbd12
ZNF778	ZNF778	None
CARM1	CARM1	Carm1
FNBP1L	FNBP1L	Fnbp1l
NOA1	NOA1	Noa1
GAN	GAN	Gan
CKAP2L	CKAP2L	Ckap2l
FGD2	FGD2	Fgd2
ITFG1	ITFG1	Itfg1
TICAM1	TICAM1	Ticam1
DDX43	DDX43	Ddx43
PPP2R5D	PPP2R5D	Ppp2r5d
SYVN1	SYVN1	Syvn1
DDX5	DDX5	Ddx5
ZNF48	ZNF48	Zfp553
TGM4	TGM4	Tgm4
SLC27A3	SLC27A3	Slc27a3
PECAM1	None	Pecam1
SPPL2C	SPPL2C	Sppl2c
DNAJC2	DNAJC2	Dnajc2
PCDHGA6	None	Pcdhga6
GALNT6	GALNT6	Galnt6
ERMARD	None	Ermard
C2CD2	C2CD2	C2cd2
LRRC32	LRRC32	Lrrc32
USHBP1	USHBP1	Ushbp1
ANGEL1	ANGEL1	Angel1
MTM1	MTM1	Mtm1
LCA5L	LCA5L	Lca5l
GRAMD1C	GRAMD1C	Gramd1c
MED17	MED17	Med17
LRIT3	LRIT3	Lrit3
PHACTR4	PHACTR4	Phactr4
SCAI	SCAI	Scai
EPN2	EPN2	Epn2
CKAP2	CKAP2	Ckap2
OLFML2A	OLFML2A	Olfml2a
AHCYL2	AHCYL2	Ahcyl2
ENTPD7	ENTPD7	Entpd7
ZNF274	ZNF274	Zfp110
