human	macaque	mouse
NFAC4_HUMAN	A0A1D5RJQ0_MACMU	NFAC4_MOUSE
SULF1_HUMAN	F7FJZ1_MACMU	SULF1_MOUSE
ATX7_HUMAN	A0A5F7ZJ40_MACMU	ATX7_MOUSE
ZC12C_HUMAN	A0A1D5QMP2_MACMU	ZC12C_MOUSE
MTBP_HUMAN	A0A5F8ARY9_MACMU	MTBP_MOUSE
MLXIP_HUMAN	F7GHN7_MACMU	MLXIP_MOUSE
ZSWM4_HUMAN	A0A5F7ZBH8_MACMU	ZSWM4_MOUSE
EPS15_HUMAN	A0A1D5QSC4_MACMU	EPS15_MOUSE
OSBP2_HUMAN	F7HHR9_MACMU	OSBP2_MOUSE
GALT5_HUMAN	F7F8T7_MACMU	GALT5_MOUSE
MPRIP_HUMAN	F7F8T7_MACMU	MPRIP_MOUSE
MA2B2_HUMAN	F7GM36_MACMU	MA2B2_MOUSE
UBE3A_HUMAN	A0A1D5RFV7_MACMU	UBE3A_MOUSE
RIPR3_HUMAN	F7B0H8_MACMU	RIPR3_MOUSE
ACTN3_HUMAN	F6QQX8_MACMU	ACTN3_MOUSE
NAA15_HUMAN	A0A5F8AAV6_MACMU	NAA15_MOUSE
SYF1_HUMAN	A0A5K1TW13_MACMU	SYF1_MOUSE
PERT_HUMAN	F6ZA88_MACMU	PERT_MOUSE
JADE1_HUMAN	F6UGJ1_MACMU	JADE1_MOUSE
SREC2_HUMAN	F7GYX1_MACMU	SREC2_MOUSE
CBPC5_HUMAN	G7N9M2_MACMU	CBPC5_MOUSE
ECT2L_HUMAN	A0A1D5Q8K1_MACMU	A0A140LIP2_MOUSE
PIWL1_HUMAN	E1AWN5_MACMU	PIWL1_MOUSE
CHD1L_HUMAN	H9G268_MACMU	CHD1L_MOUSE
PROB1_HUMAN	A0A5F7ZQD0_MACMU	A0A087WR45_MOUSE
MMRN2_HUMAN	F7H4X6_MACMU	MMRN2_MOUSE
IP3KB_HUMAN	H9Z8N7_MACMU	B2RXC2_MOUSE
PYGM_HUMAN	F6Z728_MACMU	PYGM_MOUSE
PDE6C_HUMAN	F7GEY4_MACMU	PDE6C_MOUSE
SLIK2_HUMAN	G7NRX2_MACMU	SLIK2_MOUSE
COPG2_HUMAN	A0A5F7ZLZ2_MACMU	COPG2_MOUSE
ANO2_HUMAN	A0A5F7ZLZ2_MACMU	ANO2_MOUSE
UT2_HUMAN	F6XQB8_MACMU	UT2_MOUSE
TBD2A_HUMAN	F7H0Q1_MACMU	TBD2A_MOUSE
ITIH1_HUMAN	F7GAT9_MACMU	ITIH1_MOUSE
PRIC1_HUMAN	F7HTJ1_MACMU	PRIC1_MOUSE
DAG1_HUMAN	F6RU72_MACMU	DAG1_MOUSE
NAL13_HUMAN	F7AIY5_MACMU	DAG1_MOUSE
RBM25_HUMAN	F7C691_MACMU	RBM25_MOUSE
KI18A_HUMAN	F7GN26_MACMU	KI18A_MOUSE
S39AA_HUMAN	F6WDC7_MACMU	S39AA_MOUSE
CMTR1_HUMAN	A0A5F8AS44_MACMU	CMTR1_MOUSE
ENPP2_HUMAN	F6YGP1_MACMU	ENPP2_MOUSE
XPC_HUMAN	A0A1D5Q7B2_MACMU	XPC_MOUSE
BACH2_HUMAN	F6ZWM0_MACMU	BACH2_MOUSE
SEM4D_HUMAN	F7FCM4_MACMU	SEM4D_MOUSE
DPP6_HUMAN	F7HGN6_MACMU	DPP6_MOUSE
A2MG_HUMAN	F7HGN6_MACMU	A2MG_MOUSE
TEX11_HUMAN	A0A1D5QM59_MACMU	TEX11_MOUSE
ENPP3_HUMAN	F6TH66_MACMU	ENPP3_MOUSE
M4K5_HUMAN	A0A5F8AJZ5_MACMU	M4K5_MOUSE
PGCB_HUMAN	A0A5F7ZET1_MACMU	PGCB_MOUSE
EMAL3_HUMAN	F7FGQ7_MACMU	EMAL3_MOUSE
DMBT1_HUMAN	F7FGQ7_MACMU	DMBT1_MOUSE
CAF1A_HUMAN	H9Z3X5_MACMU	CAF1A_MOUSE
SPAG1_HUMAN	F6QEK6_MACMU	SPAG1_MOUSE
TMTC1_HUMAN	F7AG29_MACMU	TMTC1_MOUSE
ITCH_HUMAN	A0A5K1U9T1_MACMU	ITCH_MOUSE
MCM4_HUMAN	G7MZ95_MACMU	MCM4_MOUSE
CE162_HUMAN	F7GA86_MACMU	CE162_MOUSE
ABR_HUMAN	F7DJN8_MACMU	ABR_MOUSE
PARP8_HUMAN	F6SYG6_MACMU	PARP8_MOUSE
MCTP2_HUMAN	G7MW13_MACMU	MCTP2_MOUSE
MED16_HUMAN	F6YCF7_MACMU	MED16_MOUSE
VPP2_HUMAN	G7N6A4_MACMU	VPP2_MOUSE
MRFL_HUMAN	F7BE22_MACMU	MRFL_MOUSE
RASA2_HUMAN	F6X9K0_MACMU	RASA2_MOUSE
STON2_HUMAN	F7H5J4_MACMU	STON2_MOUSE
SH3R3_HUMAN	F7GXA4_MACMU	SH3R3_MOUSE
ASAP3_HUMAN	A0A1D5QA33_MACMU	ASAP3_MOUSE
I5P2_HUMAN	H9FU22_MACMU	I5P2_MOUSE
KDM1A_HUMAN	A0A1D5R152_MACMU	KDM1A_MOUSE
NELL2_HUMAN	F7GWK3_MACMU	NELL2_MOUSE
PKN3_HUMAN	F6QXA9_MACMU	PKN3_MOUSE
EPC1_HUMAN	A0A5K1UQ75_MACMU	EPC1_MOUSE
ZC12B_HUMAN	F6UZL1_MACMU	G3X9I7_MOUSE
TRPC3_HUMAN	F7H6Q8_MACMU	TRPC3_MOUSE
UBP11_HUMAN	F6TXQ2_MACMU	UBP11_MOUSE
OSBL5_HUMAN	A0A1D5Q2F3_MACMU	OSBL5_MOUSE
HXK3_HUMAN	G7MU33_MACMU	HXK3_MOUSE
CLOCK_HUMAN	F6TZT0_MACMU	CLOCK_MOUSE
TTC13_HUMAN	A0A5F7ZSU7_MACMU	A0A1L1SSC7_MOUSE
CNTRB_HUMAN	F6Z881_MACMU	CNTRB_MOUSE
ADA17_HUMAN	I0FUK6_MACMU	ADA17_MOUSE
ZN629_HUMAN	A0A5F8AD15_MACMU	ZN629_MOUSE
DNLI1_HUMAN	A0A5F7ZW25_MACMU	DNLI1_MOUSE
MATR3_HUMAN	F7CYK2_MACMU	MATR3_MOUSE
DSC2_HUMAN	A0A5F8AIA6_MACMU	DSC2_MOUSE
ITIH3_HUMAN	F7GAT4_MACMU	ITIH3_MOUSE
CTIP_HUMAN	F7DF28_MACMU	CTIP_MOUSE
ANO7_HUMAN	F7FWA0_MACMU	ANO7_MOUSE
OSBL7_HUMAN	F6R3J7_MACMU	A2A716_MOUSE
HSP74_HUMAN	A0A1D5QUV8_MACMU	HSP74_MOUSE
MTP_HUMAN	F7EDQ6_MACMU	MTP_MOUSE
DYN2_HUMAN	F7FL98_MACMU	DYN2_MOUSE
GP155_HUMAN	F7HIE7_MACMU	A2AWR3_MOUSE
NLGN2_HUMAN	A0A5F8ABC3_MACMU	NLGN2_MOUSE
UBP5_HUMAN	F7CT78_MACMU	UBP5_MOUSE
NFM_HUMAN	F6XT64_MACMU	NFM_MOUSE
MEI1_HUMAN	F6XT64_MACMU	MEII1_MOUSE
GRM6_HUMAN	F6WJ77_MACMU	GRM6_MOUSE
TMC2_HUMAN	F6R530_MACMU	TMC2_MOUSE
HS105_HUMAN	F6S529_MACMU	HS105_MOUSE
AL1L1_HUMAN	F7HB04_MACMU	AL1L1_MOUSE
NTRK2_HUMAN	F7DGW1_MACMU	NTRK2_MOUSE
M3K12_HUMAN	F7HKF1_MACMU	M3K12_MOUSE
STT3B_HUMAN	F7GDP4_MACMU	STT3B_MOUSE
SMTN_HUMAN	F6RUF8_MACMU	SMTN_MOUSE
PDE4A_HUMAN	F6X2P4_MACMU	PDE4A_MOUSE
EFC13_HUMAN	F7CHN6_MACMU	PDE4A_MOUSE
STRP2_HUMAN	F6TAH2_MACMU	STRP2_MOUSE
PP6R2_HUMAN	F7EEC3_MACMU	PP6R2_MOUSE
MORC4_HUMAN	A0A5F8AFD3_MACMU	MORC4_MOUSE
DNAI3_HUMAN	F7EW44_MACMU	DNAI3_MOUSE
LZTR1_HUMAN	H9ESD1_MACMU	LZTR1_MOUSE
TM245_HUMAN	F6YZK4_MACMU	TM245_MOUSE
BC11A_HUMAN	A0A5F8AA68_MACMU	BC11A_MOUSE
SLIK4_HUMAN	F7GI13_MACMU	SLIK4_MOUSE
CNNM2_HUMAN	A0A5F7ZV83_MACMU	CNNM2_MOUSE
RN19A_HUMAN	G7MZV5_MACMU	RN19A_MOUSE
DCAF6_HUMAN	F7D9J0_MACMU	DCAF6_MOUSE
PYGL_HUMAN	A0A1D5R480_MACMU	PYGL_MOUSE
ANKL2_HUMAN	A0A5F7ZSG0_MACMU	ANKL2_MOUSE
RUSC1_HUMAN	A0A5F7ZWS8_MACMU	RUSC1_MOUSE
INT6L_HUMAN	F7F5P7_MACMU	INT6L_MOUSE
ATS4_HUMAN	G7ME94_MACMU	ATS4_MOUSE
FP100_HUMAN	F7GV70_MACMU	FP100_MOUSE
WHRN_HUMAN	F7GW82_MACMU	WHRN_MOUSE
PHC2_HUMAN	F7GQB5_MACMU	PHC2_MOUSE
ZN777_HUMAN	F7HEQ9_MACMU	B9EKF4_MOUSE
AXIN1_HUMAN	F6Y8U0_MACMU	AXIN1_MOUSE
ESYT3_HUMAN	F7BWM0_MACMU	ESYT3_MOUSE
RABE1_HUMAN	A0A1D5Q3T1_MACMU	RABE1_MOUSE
DRC7_HUMAN	F6STW0_MACMU	DRC7_MOUSE
AFG2H_HUMAN	F6SX15_MACMU	AFG2H_MOUSE
TLR3_HUMAN	F7DWP4_MACMU	TLR3_MOUSE
FGFR1_HUMAN	F7A4U3_MACMU	FGFR1_MOUSE
CFA58_HUMAN	F6SPQ7_MACMU	CFA58_MOUSE
IGS22_HUMAN	A0A5F7ZE83_MACMU	CFA58_MOUSE
SLN14_HUMAN	A0A1D5Q7F9_MACMU	SLN14_MOUSE
DI3L2_HUMAN	F6U7E0_MACMU	DI3L2_MOUSE
VAV_HUMAN	A0A1D5RF06_MACMU	VAV_MOUSE
DSC3_HUMAN	F7DB50_MACMU	DSC3_MOUSE
HNRPU_HUMAN	F6R0Z9_MACMU	HNRPU_MOUSE
FSTL5_HUMAN	A0A1D5Q1S9_MACMU	FSTL5_MOUSE
VPP1_HUMAN	G7NIL3_MACMU	VPP1_MOUSE
ADA12_HUMAN	F6YJ38_MACMU	ADA12_MOUSE
OXR1_HUMAN	A0A5F7ZXG1_MACMU	OXR1_MOUSE
TTC7B_HUMAN	A0A5F7ZG53_MACMU	TTC7B_MOUSE
SOX6_HUMAN	F7H4A5_MACMU	SOX6_MOUSE
M2GD_HUMAN	A0A1D5QMF3_MACMU	M2GD_MOUSE
RBM5_HUMAN	I0FNA7_MACMU	RBM5_MOUSE
C19L2_HUMAN	F6RX90_MACMU	C19L2_MOUSE
MANBA_HUMAN	A0A1D5QDB9_MACMU	MANBA_MOUSE
JADE3_HUMAN	F6VMM7_MACMU	JADE3_MOUSE
SPON1_HUMAN	H9EU02_MACMU	SPON1_MOUSE
KAT2B_HUMAN	A0A5F7Z9G9_MACMU	KAT2B_MOUSE
CDC27_HUMAN	F6Y783_MACMU	CDC27_MOUSE
CC186_HUMAN	A0A5F8A4G4_MACMU	CC186_MOUSE
ZN341_HUMAN	F7FKF4_MACMU	Q6PGC9_MOUSE
ANKS6_HUMAN	F7A2F6_MACMU	ANKS6_MOUSE
GCP5_HUMAN	F7GFA2_MACMU	GCP5_MOUSE
NPAS2_HUMAN	F6YT20_MACMU	NPAS2_MOUSE
GWL_HUMAN	A0A5F7ZHV8_MACMU	GWL_MOUSE
DDX23_HUMAN	A0A1D5QZ21_MACMU	D3Z0M9_MOUSE
PDE2A_HUMAN	A0A1D5QZ21_MACMU	PDE2A_MOUSE
GARE2_HUMAN	F6XU11_MACMU	GARE2_MOUSE
AP1G1_HUMAN	H9EPI6_MACMU	AP1G1_MOUSE
ZKSC5_HUMAN	A0A1D5Q0W0_MACMU	ZKSC5_MOUSE
MLXPL_HUMAN	A0A1D5QSW1_MACMU	MLXPL_MOUSE
RHG12_HUMAN	A0A5F8AB09_MACMU	RHG12_MOUSE
RHG27_HUMAN	F6T447_MACMU	RHG27_MOUSE
P4R3A_HUMAN	A0A1D5QC50_MACMU	P4R3A_MOUSE
C2D1A_HUMAN	F6YXZ2_MACMU	C2D1A_MOUSE
TGBR3_HUMAN	F7GLX3_MACMU	TGBR3_MOUSE
NTRK3_HUMAN	A0A1D5QHC7_MACMU	NTRK3_MOUSE
KDM1B_HUMAN	F6PQR0_MACMU	KDM1B_MOUSE
DNM3B_HUMAN	A0A1D5RIZ5_MACMU	DNM3B_MOUSE
BEND3_HUMAN	A0A5F7ZFF8_MACMU	BEND3_MOUSE
KAT2A_HUMAN	A0A1D5QX42_MACMU	KAT2A_MOUSE
EFR3A_HUMAN	A0A5F7ZA50_MACMU	EFR3A_MOUSE
NLGNX_HUMAN	F7CFH7_MACMU	EFR3A_MOUSE
WDR75_HUMAN	F7FX33_MACMU	WDR75_MOUSE
EFR3B_HUMAN	A0A5K1TW58_MACMU	EFR3B_MOUSE
DSC1_HUMAN	F7HEJ3_MACMU	DSC1_MOUSE
SALL2_HUMAN	A0A1D5R5P0_MACMU	SALL2_MOUSE
NELL1_HUMAN	F6QSV0_MACMU	NELL1_MOUSE
VPS16_HUMAN	F7CSJ5_MACMU	VPS16_MOUSE
SIDT2_HUMAN	F6WXD4_MACMU	SIDT2_MOUSE
MCM6_HUMAN	F6VC72_MACMU	MCM6_MOUSE
PIWL4_HUMAN	F7ER81_MACMU	PIWL4_MOUSE
CLMN_HUMAN	A0A1D5QQ41_MACMU	CLMN_MOUSE
AGAP1_HUMAN	A0A5F8ARV3_MACMU	AGAP1_MOUSE
LRC8A_HUMAN	F7E1A8_MACMU	LRC8A_MOUSE
PDE4D_HUMAN	F7GZT2_MACMU	PDE4D_MOUSE
MNAR1_HUMAN	A0A5F7ZHT7_MACMU	MNAR1_MOUSE
CLCN5_HUMAN	F6V6U2_MACMU	CLCN5_MOUSE
PRDM4_HUMAN	A0A1D5REV3_MACMU	PRDM4_MOUSE
NLGN1_HUMAN	F6RUI6_MACMU	NLGN1_MOUSE
TIF1B_HUMAN	F7G9W9_MACMU	TIF1B_MOUSE
RHDF2_HUMAN	F6Y4X6_MACMU	RHDF2_MOUSE
CRCDL_HUMAN	A0A1D5Q703_MACMU	E9Q3M9_MOUSE
ZN598_HUMAN	F7GJ13_MACMU	ZN598_MOUSE
M3K11_HUMAN	F6T3F7_MACMU	M3K11_MOUSE
EXC6B_HUMAN	F7GZR4_MACMU	EXC6B_MOUSE
VPP4_HUMAN	A0A5F7ZWT9_MACMU	VPP4_MOUSE
ZO3_HUMAN	F6YH55_MACMU	ZO3_MOUSE
ZXDC_HUMAN	A0A5F8AEH1_MACMU	ZXDC_MOUSE
PNISR_HUMAN	A0A1D5R3I2_MACMU	PNISR_MOUSE
F120B_HUMAN	A0A1D5QNL1_MACMU	F120B_MOUSE
CASL_HUMAN	A0A1D5Q2T3_MACMU	CASL_MOUSE
NRG2_HUMAN	F6T2F6_MACMU	NRG2_MOUSE
KIFC3_HUMAN	F6SMP6_MACMU	KIFC3_MOUSE
NIBA1_HUMAN	F7CXT6_MACMU	NIBA1_MOUSE
ZFX_HUMAN	F6XSI9_MACMU	ZFX_MOUSE
UNK_HUMAN	F7GKT1_MACMU	UNK_MOUSE
SORT_HUMAN	A0A1D5QVV8_MACMU	SORT_MOUSE
CC141_HUMAN	A0A1D5QVV8_MACMU	E9Q8Q6_MOUSE
HELLS_HUMAN	F7H9L1_MACMU	HELLS_MOUSE
SGIP1_HUMAN	F6XT71_MACMU	SGIP1_MOUSE
NSMA3_HUMAN	F7GT89_MACMU	NSMA3_MOUSE
BCAR1_HUMAN	A0A5F7ZPW7_MACMU	BCAR1_MOUSE
VPS53_HUMAN	F6VM32_MACMU	VPS53_MOUSE
OTU7B_HUMAN	F7BEE5_MACMU	OTU7B_MOUSE
F91A1_HUMAN	A0A1D5QRQ6_MACMU	F91A1_MOUSE
SO5A1_HUMAN	F7F6D8_MACMU	E9PVD9_MOUSE
AXIN2_HUMAN	A0A5F8AE66_MACMU	AXIN2_MOUSE
APBA1_HUMAN	H9FTT1_MACMU	APBA1_MOUSE
ZFP28_HUMAN	F7F4X3_MACMU	ZFP28_MOUSE
ANC2_HUMAN	F7G3J3_MACMU	ANC2_MOUSE
CDHR1_HUMAN	F6WZF5_MACMU	CDHR1_MOUSE
NUP93_HUMAN	G7NPT2_MACMU	NUP93_MOUSE
CLCN3_HUMAN	H9EPI1_MACMU	CLCN3_MOUSE
ARG33_HUMAN	A0A1D5QE13_MACMU	ARG33_MOUSE
PRDM1_HUMAN	F7FD48_MACMU	PRDM1_MOUSE
KCNN2_HUMAN	A0A1D5RE77_MACMU	KCNN2_MOUSE
SNX25_HUMAN	A0A1D5QDT9_MACMU	SNX25_MOUSE
CSCL2_HUMAN	A0A5F7ZN38_MACMU	CSCL2_MOUSE
CCD14_HUMAN	F7H6Z5_MACMU	CCD14_MOUSE
PI3R5_HUMAN	F6VTR8_MACMU	PI3R5_MOUSE
DPP9_HUMAN	A0A5F8AGE0_MACMU	DPP9_MOUSE
TTC7A_HUMAN	F7EL58_MACMU	TTC7A_MOUSE
NALP8_HUMAN	F6Y4E6_MACMU	TTC7A_MOUSE
RSBNL_HUMAN	F7EGH5_MACMU	D3Z0K6_MOUSE
ZN606_HUMAN	G7NP13_MACMU	Q7TSV0_MOUSE
ZHX2_HUMAN	H9ERC0_MACMU	ZHX2_MOUSE
NLRP9_HUMAN	H9H4S1_MACMU	NLR9B_MOUSE
MILK1_HUMAN	A0A1D5RBN8_MACMU	MILK1_MOUSE
NYAP1_HUMAN	F7BNZ1_MACMU	NYAP1_MOUSE
HS74L_HUMAN	A0A1D5R641_MACMU	HS74L_MOUSE
NCBP1_HUMAN	H9FUT0_MACMU	NCBP1_MOUSE
COG3_HUMAN	F7HJH6_MACMU	COG3_MOUSE
TF3C4_HUMAN	A0A5F7ZBL6_MACMU	TF3C4_MOUSE
RN216_HUMAN	F7HJM5_MACMU	RN216_MOUSE
TTC27_HUMAN	F7HF56_MACMU	TTC27_MOUSE
SH2D3_HUMAN	A0A1D5QD16_MACMU	SH2D3_MOUSE
CAN7_HUMAN	H9ESM2_MACMU	CAN7_MOUSE
APOBR_HUMAN	F6YSW2_MACMU	APOBR_MOUSE
MALT1_HUMAN	F7D7A4_MACMU	MALT1_MOUSE
DLG3_HUMAN	F6UBK1_MACMU	DLG3_MOUSE
SEM4G_HUMAN	F7AXD7_MACMU	SEM4G_MOUSE
PCDGH_HUMAN	A0A5F8AN31_MACMU	Q91XX5_MOUSE
STRP1_HUMAN	F7GRI9_MACMU	STRP1_MOUSE
KCTD3_HUMAN	F7FRD8_MACMU	KCTD3_MOUSE
SLMAP_HUMAN	F7H4Q8_MACMU	SLMAP_MOUSE
ARP21_HUMAN	F7DCJ5_MACMU	ARP21_MOUSE
SYLM_HUMAN	A0A1D5QAT7_MACMU	SYLM_MOUSE
CC191_HUMAN	F6VHF1_MACMU	J3QQ27_MOUSE
LRC8C_HUMAN	F7HLE0_MACMU	LRC8C_MOUSE
FER_HUMAN	F7GUD3_MACMU	FER_MOUSE
ZN281_HUMAN	F7FYA8_MACMU	ZN281_MOUSE
AT7L1_HUMAN	A0A5F8ASU2_MACMU	ZN281_MOUSE
ZN484_HUMAN	A0A5F7ZTX7_MACMU	ZN281_MOUSE
HIF1A_HUMAN	F7HKJ4_MACMU	HIF1A_MOUSE
PCDGM_HUMAN	F7HKJ4_MACMU	Q91XW9_MOUSE
PDE6B_HUMAN	F7FK36_MACMU	PDE6B_MOUSE
MAGE1_HUMAN	A0A5F7ZHS3_MACMU	MAGE1_MOUSE
ADA15_HUMAN	F7ED13_MACMU	ADA15_MOUSE
RHG17_HUMAN	A0A1D5Q9C2_MACMU	RHG17_MOUSE
ZN148_HUMAN	A0A5K1UGB6_MACMU	ZN148_MOUSE
DGKB_HUMAN	H9FQL9_MACMU	DGKB_MOUSE
AGAP3_HUMAN	H9FQL9_MACMU	AGAP3_MOUSE
TERA_HUMAN	A0A5K1V3J7_MACMU	TERA_MOUSE
E2F8_HUMAN	A0A5F8AF38_MACMU	E2F8_MOUSE
TMTC2_HUMAN	A0A1D5QQY1_MACMU	TMTC2_MOUSE
OSBP1_HUMAN	H9Z9F5_MACMU	OSBP1_MOUSE
DDX54_HUMAN	F7ET79_MACMU	DDX54_MOUSE
PPR29_HUMAN	F6QTS4_MACMU	PPR29_MOUSE
NVL_HUMAN	F6YP31_MACMU	NVL_MOUSE
DHX15_HUMAN	F6YQX3_MACMU	DHX15_MOUSE
OPHN1_HUMAN	H9EPQ0_MACMU	OPHN1_MOUSE
RSBN1_HUMAN	F7DVS5_MACMU	RSBN1_MOUSE
AKAP2_HUMAN	F7C0F7_MACMU	AKAP2_MOUSE
ARMC3_HUMAN	A0A1D5R631_MACMU	ARMC3_MOUSE
ESPN_HUMAN	F7GXV8_MACMU	ESPN_MOUSE
JKIP2_HUMAN	F7AAH0_MACMU	D3YXK0_MOUSE
PDE8A_HUMAN	F7FU86_MACMU	PDE8A_MOUSE
AAK1_HUMAN	A0A1D5Q520_MACMU	AAK1_MOUSE
MCM10_HUMAN	A0A5F7Z924_MACMU	MCM10_MOUSE
SLIK6_HUMAN	F7GT29_MACMU	SLIK6_MOUSE
ANM9_HUMAN	G7MS35_MACMU	ANM9_MOUSE
GCP2_HUMAN	F6VFC0_MACMU	GCP2_MOUSE
CASD1_HUMAN	A0A5F8A0B9_MACMU	CASD1_MOUSE
RBG1L_HUMAN	F7G1K3_MACMU	RBG1L_MOUSE
CAN3_HUMAN	F7G923_MACMU	CAN3_MOUSE
B3AT_HUMAN	F7H5B9_MACMU	B3AT_MOUSE
ELFN1_HUMAN	F7FK41_MACMU	ELFN1_MOUSE
SWT1_HUMAN	A0A5F8AHA5_MACMU	SWT1_MOUSE
TPC1_HUMAN	F7GPF3_MACMU	TPC1_MOUSE
LONP2_HUMAN	F6T3M1_MACMU	LONP2_MOUSE
MOCOS_HUMAN	F6ZPM2_MACMU	MOCOS_MOUSE
UHRF2_HUMAN	H9ET07_MACMU	UHRF2_MOUSE
FES_HUMAN	G7MVY9_MACMU	FES_MOUSE
TBD2B_HUMAN	A0A1D5QUC9_MACMU	TBD2B_MOUSE
CADH1_HUMAN	F7H4U0_MACMU	CADH1_MOUSE
CDC5L_HUMAN	F7BX98_MACMU	CDC5L_MOUSE
MCM3_HUMAN	A0A1D5Q7N2_MACMU	MCM3_MOUSE
CBPC2_HUMAN	F6SFN7_MACMU	CBPC2_MOUSE
CHSS1_HUMAN	F7H7B4_MACMU	CHSS1_MOUSE
MYRIP_HUMAN	F6U3H9_MACMU	MYRIP_MOUSE
TGFA1_HUMAN	A0A5F7ZUR7_MACMU	TGFA1_MOUSE
MYBPP_HUMAN	A0A1D5QP76_MACMU	MYBPP_MOUSE
KS6A5_HUMAN	H9EPT1_MACMU	KS6A5_MOUSE
LRC41_HUMAN	F7GR57_MACMU	LRC41_MOUSE
PTPRA_HUMAN	F6TLB9_MACMU	PTPRA_MOUSE
ELP2_HUMAN	A0A1D5R2P3_MACMU	ELP2_MOUSE
LRC8B_HUMAN	A0A1D5QGF5_MACMU	LRC8B_MOUSE
TRPC1_HUMAN	F7EA78_MACMU	TRPC1_MOUSE
ITB1_HUMAN	F7EUQ4_MACMU	ITB1_MOUSE
ARMC2_HUMAN	F7E4Y6_MACMU	ARMC2_MOUSE
SIDT1_HUMAN	F6YGU0_MACMU	SIDT1_MOUSE
ZFY_HUMAN	B8YE14_MACMU	SIDT1_MOUSE
STAT2_HUMAN	F6R1P6_MACMU	STAT2_MOUSE
CC020_HUMAN	F7D7Q3_MACMU	CC020_MOUSE
RHDF1_HUMAN	F6ZPC8_MACMU	RHDF1_MOUSE
EXOSX_HUMAN	A0A5F8A8E1_MACMU	EXOSX_MOUSE
PML_HUMAN	Q15JD4_MACMU	PML_MOUSE
CO7_HUMAN	A0A1D5Q0A8_MACMU	D3YXF5_MOUSE
SF3A1_HUMAN	F7GEU6_MACMU	SF3A1_MOUSE
WDR24_HUMAN	A0A1D5REC0_MACMU	WDR24_MOUSE
KIFA3_HUMAN	H9EPA0_MACMU	KIFA3_MOUSE
TAF4B_HUMAN	F7FQ60_MACMU	TAF4B_MOUSE
M3K20_HUMAN	H9ZA21_MACMU	M3K20_MOUSE
F171B_HUMAN	F7D3A4_MACMU	F171B_MOUSE
MPP8_HUMAN	H9FW53_MACMU	MPP8_MOUSE
NCAM2_HUMAN	A0A5F7ZYZ2_MACMU	NCAM2_MOUSE
ENPL_HUMAN	I0FUR4_MACMU	ENPL_MOUSE
UBP16_HUMAN	F6VN92_MACMU	UBP16_MOUSE
APC4_HUMAN	F7EU41_MACMU	APC4_MOUSE
IASPP_HUMAN	F6YS07_MACMU	IASPP_MOUSE
ZNF91_HUMAN	A0A1D5QGN1_MACMU	IASPP_MOUSE
ABCF1_HUMAN	A0A1D5QHA7_MACMU	ABCF1_MOUSE
SL9A1_HUMAN	H9FYP5_MACMU	SL9A1_MOUSE
STA5B_HUMAN	H9FYY5_MACMU	STA5B_MOUSE
CAD22_HUMAN	F7GIE7_MACMU	CAD22_MOUSE
PRGC1_HUMAN	A0A1D5RJE6_MACMU	PRGC1_MOUSE
GEN_HUMAN	A0A5F8APP6_MACMU	GEN_MOUSE
GRAP1_HUMAN	F7CHA7_MACMU	GRAP1_MOUSE
F1712_HUMAN	A0A1D5QCN3_MACMU	F1712_MOUSE
RB15B_HUMAN	A0A1D5QCN3_MACMU	RB15B_MOUSE
ERN2_HUMAN	F6T6Z2_MACMU	ERN2_MOUSE
LTK_HUMAN	F7HBY2_MACMU	LTK_MOUSE
EVI5_HUMAN	F7GWG4_MACMU	EVI5_MOUSE
LRRD1_HUMAN	A0A1D5RFL0_MACMU	LRRD1_MOUSE
AP5B1_HUMAN	A0A1D5QH69_MACMU	AP5B1_MOUSE
CSC1_HUMAN	A0A5F8ADP1_MACMU	CSC1_MOUSE
NPAS4_HUMAN	F6XNH5_MACMU	NPAS4_MOUSE
F193B_HUMAN	F7CPU2_MACMU	F193B_MOUSE
ITB5_HUMAN	H9ERG3_MACMU	ITB5_MOUSE
ZBT17_HUMAN	F7H5A1_MACMU	ZBT17_MOUSE
SEM4C_HUMAN	F6SK54_MACMU	SEM4C_MOUSE
TNI3K_HUMAN	F7D3I9_MACMU	TNI3K_MOUSE
PI4KB_HUMAN	F6XXX9_MACMU	PI4KB_MOUSE
LMBL3_HUMAN	H9ZEE6_MACMU	LMBL3_MOUSE
EPC2_HUMAN	A0A5K1UMX5_MACMU	EPC2_MOUSE
DJC10_HUMAN	A0A1D5Q0W8_MACMU	DJC10_MOUSE
S4A11_HUMAN	F6Q6Q6_MACMU	S4A11_MOUSE
RHG26_HUMAN	A0A5F8A570_MACMU	RHG26_MOUSE
VILI_HUMAN	F7CQ79_MACMU	VILI_MOUSE
POLS2_HUMAN	F6TMA1_MACMU	POLS2_MOUSE
CIZ1_HUMAN	F6S4D7_MACMU	Q8VEH2_MOUSE
NALP2_HUMAN	F7H5S8_MACMU	Q4PLS0_MOUSE
KANK2_HUMAN	F7E663_MACMU	KANK2_MOUSE
INCE_HUMAN	A0A5F8A3R6_MACMU	INCE_MOUSE
BRD2_HUMAN	F6VLX7_MACMU	BRD2_MOUSE
VPS35_HUMAN	F6VLX7_MACMU	VPS35_MOUSE
FANCB_HUMAN	F7DQC3_MACMU	FANCB_MOUSE
PIWL3_HUMAN	F6WHH7_MACMU	FANCB_MOUSE
